,# of bumps,# of inflections,curvature,min i,max i,x min,x max,y min,y max,S,criticality
7307,0,0,1.0501754223654465,62,69,6.555356891810665,7.106606137727303,-11.18858179278869,-8.574923075973734,1.087410066138058,3
7308,3,0,-16.33859122546476,25,21,3.332204510175204,3.091042453358316,-11.615062935049481,-10.921915754489536,1.1040267868696751,1
7309,0,0,0.6656119454814107,66,71,6.918695219020472,7.315883504509785,-13.933265917657316,-7.124254437701294,1.1041390883724382,3
7310,0,0,2.1197660015273576,-1,-1,5.993961427306569,5.993961427306569,-14.29155130354778,-14.29155130354778,1.079804002621908,1
7311,2,0,-0.24410799269456313,-1,-1,5.69035945432406,5.69035945432406,-12.094271339962035,-12.094271339962035,1.076069947641194,1
7312,0,0,1.301064753392078,49,56,4.941642422609304,5.37989735354046,-12.205205620046911,-12.764821407982334,1.0725772405181904,1
7313,0,0,3.799168009111849,59,65,5.545177444479562,5.916202062607435,-13.810275221499783,-13.480033534629207,1.0702084810928103,1
7314,0,0,-1.2196186457468734,56,66,5.66988092298052,6.366470447731438,-9.00470254509355,-7.594937395185409,1.0800354471851843,3
7315,0,0,-0.12399562520825674,0,1,0.0,0.6931471805599453,-2.7946643429290394,-2.5811667098456996,1.0888421647495514,1
7316,0,0,3.6955614330778133,65,73,7.402451520818244,8.12415060330663,-15.111043939526594,-8.24476876630926,1.1651882785479248,3
7317,0,0,-0.3314295129156889,54,57,5.476463551931511,5.680172609017068,-8.065611079079055,-7.817331554493303,1.0770105628148732,3
7318,0,0,2.7122461372893008,-1,-1,4.770684624465665,4.770684624465665,-12.743887897095014,-12.743887897095014,1.0620140516558632,1
7319,1,0,2.5965415005499546,-1,-1,5.099866427824199,5.099866427824199,-12.33165185524836,-12.33165185524836,1.0671064847474838,1
7320,0,0,0.23871709127257348,-1,-1,6.826545223556594,6.826545223556594,-14.387319830367165,-14.387319830367165,1.088663273577963,3
7321,0,0,,63,70,6.354370040797351,6.876264611890766,-11.986739189341392,-7.30094953895898,1.0860671596746836,3
7322,0,0,1.9363041488839892,-1,-1,5.575949103146316,5.575949103146316,-12.582436964165105,-12.582436964165105,1.073598093725324,2
7323,0,0,-2.538545822784777,-1,-1,4.574710978503383,4.574710978503383,-13.084526481572144,-13.084526481572144,1.0589864356694711,1
7324,0,0,-1.5653753026625254,66,71,7.201170883281678,7.61972421378267,-14.74996856532769,-7.9869889460129295,1.0942976897892152,3
7325,1,0,-1.5531171453388302,64,71,6.7357800142423265,7.288927694521257,-13.870461210438638,-7.484123686188197,1.0919676374415728,3
7326,0,0,2.6158150497918666,67,71,7.119635638017636,7.445417556701687,-14.168455729058625,-7.47659515799769,1.1125333231995138,3
7327,0,0,-0.16703544790894512,-1,-1,5.736572297479192,5.736572297479192,-14.43529609155551,-14.43529609155551,1.07582890156018,1
7328,1,0,,64,71,6.608000625296087,7.149916836132109,-13.627171566289743,-7.107398747744972,1.0942847053084626,3
7329,0,0,-1.142025326387636,-1,-1,5.69035945432406,5.69035945432406,-14.332142698457751,-14.332142698457751,1.076069947641194,1
7330,0,0,0.2493546915008867,62,71,6.905753276311464,7.666690200080086,-14.78239654031861,-8.84185985729994,1.0967188506963028,3
7331,0,0,1.4811080489067805,68,72,7.521859252201629,7.867105500316739,-15.10656168762478,-8.143207729074545,1.108790206338536,3
7332,0,0,1.4258292429208577,42,41,4.343805421853684,4.290459441148391,-11.69777862459959,-11.341103680660858,1.0605911405597355,1
7333,1,0,1.757753459406095,65,71,6.804614520062624,7.277247726631484,-13.79580304908057,-7.089251746130953,1.099870401483229,3
7334,0,0,,72,63,7.165493475060845,6.476972362889683,-14.268885181275,-9.616259054130612,1.0873169417920296,2
7335,0,0,,-1,-1,6.495265555937008,6.495265555937008,-13.97551532647834,-13.97551532647834,1.0872415924951233,2
7336,0,0,2.351147636600662,23,23,3.1780538303479458,3.1780538303479458,-11.425295715009254,-11.425295715009254,1.0601738908072753,1
7337,0,0,-1.1188635617276115,67,71,7.074116816197362,7.396335293800808,-14.118949205826508,-7.534115639811955,1.1058515651803145,3
7338,0,0,0.03382844624255089,70,72,7.665284718471351,7.837159650001675,-14.931736346753702,-7.580829567253501,1.1227964336873162,3
7339,1,0,-2.6949847341612303,65,73,7.3395376954076745,8.0519780789023,-14.96693070053062,-8.14902954499315,1.1525555428332286,3
7340,0,0,-0.39477393610468264,-1,-1,6.068425588244111,6.068425588244111,-16.06354007916646,-16.06354007916646,1.080231118570155,1
7341,0,0,2.0918896131654323,57,65,5.746203190540153,6.295266001439646,-8.448586687539388,-7.9788902307734135,1.0777060300947758,3
7342,0,0,1.8244215244069533,66,72,7.2868764117507,7.798523053625206,-14.622568647873031,-7.756743062029018,1.11628467295922,3
7343,0,0,0.7651828563270033,68,71,7.1592919047975645,7.40184157874383,-14.265377966596565,-7.590807009477413,1.1005012038502096,3
7344,0,0,-1.1678404250664907,67,59,6.129050210060545,5.6240175061873385,-13.690786788659766,-11.604424804135355,1.07235200234799,1
7345,1,0,-1.1331142234738836,68,72,7.591357046698551,7.941295570906532,-14.976019866726574,-7.588990288750741,1.1339739113825893,3
7346,0,0,0.5161737550411283,64,66,6.295266001439646,6.436150368369428,-14.4883284801144,-13.787634093919072,1.0808051830676062,1
7347,2,0,0.34478745752578177,70,73,7.86172707782398,8.132706489693264,-14.898765465915671,-8.21995637162791,1.156322299766043,3
7348,0,0,0.16947874270374413,66,71,7.00397413672268,7.408530566894626,-14.264916906879696,-7.776020545222143,1.0888061929366624,3
7349,0,0,0.42004871919642855,62,63,6.0844994130751715,6.154858094016418,-8.554965041856464,-8.238927743649558,1.079973092207326,2
7350,0,0,2.6932087210396105,-1,-1,5.0689042022202315,5.0689042022202315,-11.812175967415397,-11.812175967415397,1.067115276659902,1
7351,0,0,-2.301093566066603,43,56,4.3694478524670215,5.10594547390058,-13.271030360747396,-13.964177541307341,1.062189174142971,1
7352,0,0,,-1,-1,6.317164686747284,6.317164686747284,-16.527247248300664,-16.527247248300664,1.0851869832738157,1
7353,1,0,-6.88894401384838,-1,-1,4.0943445622221,4.0943445622221,-13.623611684738622,-13.623611684738622,1.0525159657272538,1
7354,0,0,-1.1936294657896824,-1,-1,4.795790545596741,4.795790545596741,-11.251312537983225,-11.251312537983225,1.0622402724740396,1
7355,0,0,1.0116093820664358,68,72,7.147559271189454,7.469083884921234,-14.174794971852139,-7.432115078809079,1.1086692148731503,3
7356,0,0,,64,71,6.625392368007956,7.1693500166706,-13.644488354694294,-7.122748559999008,1.0949987998220663,3
7357,0,0,0.8536818456004983,70,73,7.9102237070973445,8.183397369998433,-15.87219027066125,-8.532827875455618,1.1726228601572282,3
7358,0,0,-0.7627576039357031,63,65,5.780743515792329,5.902633333401366,-13.83190377592355,-12.540919594607985,1.0699772053774794,1
7359,0,0,0.5682918669039846,-1,-1,6.016157159698354,6.016157159698354,-11.434377832884175,-11.434377832884175,1.0803054011003406,3
7360,1,0,1.668536785141318,53,65,5.455321115357702,6.293419278846481,-8.478184167187525,-7.698436878407884,1.079938940137955,3
7361,0,0,,62,70,6.222576268071369,6.810142450115136,-10.207625353444053,-7.630618989171929,1.085612887551922,3
7362,1,0,0.9718577737053273,67,71,7.165493475060845,7.493873886783559,-14.540998290990828,-8.116890314720738,1.1064031147341011,3
7363,0,0,-1.2238791040083614,71,73,8.003363058629947,8.185907481482324,-14.692173974474876,-8.567896755383499,1.1707324931769538,3
7364,0,0,,66,71,6.77078942390898,7.158513997329321,-13.908943763466413,-7.44130715109232,1.089584307178783,3
7365,1,0,,59,70,5.976350909297934,6.778784897685177,-11.01816132926185,-7.346618794801191,1.0852575297928817,3
7366,1,0,-4.986601510903935,12,12,2.5649493574615367,2.5649493574615367,-9.574775130526355,-9.574775130526355,1.1078002824821747,1
7367,1,0,3.4233317571471615,54,66,5.579729825986222,6.42648845745769,-8.849791824409943,-8.33432582108745,1.0807000133152151,3
7368,0,0,0.8008419586903931,63,69,6.948897222313312,7.451241684987676,-12.257342701588573,-11.134841093876652,1.0897854338130515,2
7369,0,0,0.004640452753190898,70,73,7.762596048540069,8.028781162487148,-15.212242769287794,-7.855628347656333,1.1631654907802602,3
7370,0,0,1.1619638749773338,-1,-1,5.605802066295998,5.605802066295998,-10.486760302965275,-10.486760302965275,1.073768372147648,2
7371,1,0,,64,71,6.656726524178391,7.204892510204673,-13.716993219616736,-7.237817190792363,1.0952011058293694,3
7372,3,0,1.6728484314166365,36,37,3.8066624897703196,3.8501476017100584,-10.083013538694615,-9.38986635813467,1.0479935697416614,1
7373,1,0,,61,70,6.19644412779452,6.86484777797086,-11.900276732955984,-7.476864882119248,1.0859860990603798,3
7374,0,0,-0.41003202684678697,59,67,5.924255797414532,6.489204931325317,-8.822122724887802,-8.03768004424264,1.0807000586867443,3
7375,0,0,,58,71,6.0330862217988015,7.01301578963963,-12.441531865293955,-7.455781973455141,1.086863109401516,3
7376,0,0,-1.2490554293246745,71,73,8.054204897064407,8.23827262463303,-16.673865730238806,-9.33796501602471,1.1664775539494772,3
7377,0,0,2.602404678155903,68,56,6.343880434126331,5.545177444479562,-11.051695155648867,-7.613731049794996,1.0761477472118945,3
7378,0,0,0.741973872914681,60,71,6.4457198193855785,7.31986492980897,-13.211285198574835,-8.45554215410737,1.0880152902171263,3
7379,0,0,1.8181183712071018,67,72,7.257707677160043,7.674617497364363,-14.506182854520716,-7.8906862125115,1.1148464914523348,3
7380,0,0,-1.0036580934011836,73,67,8.925454386826402,8.302017809751204,-18.038359076462175,-9.719360729898332,1.1868305602079368,3
7381,0,0,,72,63,7.084226422097916,6.406879986069314,-15.741002207762346,-12.5961005847313,1.0868025059800503,1
7382,0,0,,-1,-1,6.483107351457199,6.483107351457199,-15.57283641261685,-15.57283641261685,1.087044347412122,1
7383,1,0,2.5473420284951,70,72,7.6783263565068856,7.8504931808711405,-14.231702660928027,-7.522803058884482,1.1214943519061116,3
7384,1,0,-0.1923622363012494,69,72,7.52294091807237,7.77779262633883,-14.679232953591432,-7.316449480933255,1.121349210688793,3
7385,1,0,1.4971793766580963,-1,-1,5.545177444479562,5.545177444479562,-13.320038159493878,-13.320038159493878,1.0732520951882794,2
7386,2,0,6.849381568842977,-1,-1,4.477336814478207,4.477336814478207,-12.54466617653305,-12.54466617653305,1.0581275249661588,1
7387,2,0,0.5100471062659767,58,65,5.7745515455444085,6.249975242259483,-8.265027920576152,-7.56031991761513,1.0771139168290247,3
7388,0,0,0.5657077636076793,-1,-1,5.529429087511423,5.529429087511423,-12.578129313990182,-12.578129313990182,1.0730724568257337,1
7389,1,0,0.8571921203873872,66,72,7.356918242356021,7.87587915949631,-14.710428007591366,-7.740132347799539,1.1305246816137229,3
7390,0,0,-0.09771541936789695,58,67,5.82600010738045,6.455198563340122,-9.105467153951814,-7.835793713308129,1.0802563369583174,3
7391,3,0,-1.2486463608298817,-1,-1,5.54907608489522,5.54907608489522,-11.859414011906138,-11.859414011906138,1.073211712194415,2
7392,0,0,0.9376174253866736,70,73,8.020270472819238,8.299534570332597,-16.661801236363555,-9.31233768623168,1.1649222795924923,3
7393,0,0,1.3237221614599268,63,73,7.102499355774649,7.982074875081202,-14.482381340083089,-7.714997917062052,1.1263261606340846,3
7394,0,0,2.105707159547268,72,73,8.078067881815437,8.169053149927343,-14.565068920711782,-8.771567626387712,1.1775483205236803,3
7395,0,0,-0.16914631452610332,63,70,6.703188113240863,7.261927092702751,-11.888595246643298,-8.495323930253564,1.0881357151711772,3
7396,0,0,2.738793053111815,67,72,7.307202314764738,7.7279755421055585,-14.759888044938549,-8.255954488320846,1.105453963358433,3
7397,1,0,1.8998899450346092,69,73,7.679713639966372,8.034631032923107,-15.212338348563877,-7.8622104316700065,1.146235327001487,3
7398,1,0,0.6435925927018029,69,72,7.5310163320779155,7.786136437783072,-14.86827643395491,-7.795364041876997,1.1201894063932407,3
7399,1,0,2.929262408538765,47,42,4.31748811353631,4.07753744390572,-11.827933265684463,-10.847104012672737,1.047996963657974,1
7400,1,0,0.31440634214426993,49,58,5.062595033026967,5.655991810819852,-7.447916718403426,-7.690736386797947,1.0757874842803394,3
7401,0,0,-0.963895595904431,-1,-1,6.07993319509559,6.07993319509559,-15.646120684190606,-15.646120684190606,1.0812354584627548,1
7402,1,0,,59,70,6.028278520230698,6.840546529288687,-11.231718286237973,-7.2510889574529305,1.0857173674016651,3
7403,0,0,4.019253515716743,-1,-1,5.968707559985366,5.968707559985366,-12.654785306392672,-12.654785306392672,1.0781569123520014,2
7404,0,0,-1.7474825526568423,70,73,7.816416983691801,8.08487062913819,-15.460667688473325,-8.023961019965254,1.1494999746842094,3
7405,0,0,-0.42128499623259497,67,68,7.5595594960077,7.649216319820633,-9.660748900823142,-9.529561675494772,1.0952796191970384,2
7406,0,0,,58,70,6.161207321695077,7.0967213784947605,-13.365898354593531,-7.633866203868902,1.0882775469480745,3
7407,0,0,0.6667228388215549,67,73,7.500529485395295,8.03268487596762,-15.19210601980222,-8.259032932835792,1.1535490726037898,3
7408,0,0,-1.0296897609475664,69,72,7.336285660021297,7.583247524303362,-14.412754121213554,-7.320939665538923,1.1138752734273432,3
7409,1,0,1.1036736241407938,57,67,5.929589143389895,6.661854740545311,-10.127647582561188,-7.326682412380609,1.0822194056496641,3
7410,0,0,1.3680477634281023,63,64,6.222576268071369,6.293419278846481,-8.793025151247283,-8.670635935176003,1.0808045616348476,3
7411,0,0,-0.3793817034805829,66,73,7.43543801981455,8.059908334578276,-15.896147713666965,-8.934484057271375,1.1395981496169227,3
7412,0,0,16.936836876496436,44,47,4.3694478524670215,4.5217885770490405,-12.876118119955759,-11.489823758835868,1.0578844793953441,1
7413,1,0,1.5978171425614531,28,28,3.367295829986474,3.367295829986474,-9.757131416174783,-9.757131416174783,1.0420835840855716,1
7414,1,0,1.490368466999765,-1,-1,5.556828061699537,5.556828061699537,-11.657773952055205,-11.657773952055205,1.0732307646270371,2
7415,0,0,-1.48663124905206,57,59,5.730099782973574,5.8664680569332965,-8.417560078997449,-8.183366691496653,1.077552953192516,2
7416,0,0,1.7283954384754872,62,69,6.810142450115136,7.3901814282264295,-12.757898578285285,-8.767967337712236,1.0893836050613173,3
7417,0,0,-0.674828257718189,-1,-1,4.976733742420574,4.976733742420574,-11.413913876731032,-11.413913876731032,1.0651654939768382,1
7418,1,0,0.4116470567864829,57,71,6.131226489483141,7.221835825288449,-13.187809904181687,-7.254714270198014,1.095891533304153,3
7419,0,0,1.9220531883848038,68,73,7.729735331385051,8.185628891147607,-15.720545433175198,-8.527892629846054,1.1468809206025026,3
7420,0,0,0.013911059424637185,57,70,6.5337888379333435,7.645875825184813,-13.165576902111821,-10.059190884215718,1.0908572850965923,3
7421,1,0,-2.019018413095515,62,43,5.375278407684165,4.343805421853684,-13.222253262125063,-9.812757077648214,1.0608002626046449,1
7422,0,0,1.5550409368918041,-1,-1,5.43372200355424,5.43372200355424,-13.904386820601585,-13.904386820601585,1.072291495418139,1
7423,1,0,0.735166337501321,-1,-1,4.983606621708336,4.983606621708336,-11.712514685830406,-11.712514685830406,1.0653636251946197,1
7424,0,0,-1.4907711863627096,-1,-1,5.049856007249537,5.049856007249537,-13.237615479210094,-13.237615479210094,1.0660328906693906,1
7425,0,0,-0.6054366487570372,53,55,7.747164966520335,8.127699852817772,-14.668157700992955,-7.784216448708214,1.1836188068676747,3
7426,0,0,0.49776138989470753,54,67,5.700443573390687,6.648984550024776,-10.0430087451371,-7.380005721925489,1.0821478914219447,3
7427,1,0,0.5873121834590243,67,71,7.138866999945524,7.465655310134056,-14.228863710415078,-7.408633608545282,1.1082832812761239,3
7428,2,0,7.688961616436234,66,58,5.953243334287785,5.4638318050256105,-14.896280040090188,-13.082541664143358,1.0695611148902584,1
7429,0,0,-1.3755011854124348,59,61,5.556828061699537,5.680172609017068,-11.688607361387913,-11.113243216484351,1.0717484983580057,1
7430,0,0,-2.442877029156343,66,72,7.316548177182976,7.831617276352611,-14.50941122637191,-7.407405819730545,1.115303532744572,3
7431,1,0,0.15414796037476922,28,30,3.367295829986474,3.4339872044851463,-9.860632242229698,-9.167485061669753,1.0427525166149343,1
7432,1,0,-0.3953777176834872,64,72,6.8885724595653635,7.541683099882111,-13.954545304548702,-7.404025350579082,1.105901818629241,3
7433,0,0,,61,70,6.338594078203183,7.029972911706386,-12.418552516722688,-7.780926267718899,1.0876040110262755,3
7434,0,0,-0.3147845326407169,71,73,7.876638460975463,8.054840221101024,-14.797403761348273,-8.12992456813494,1.154673910771741,3
7435,0,0,0.8304638429151718,56,65,5.707110264748875,6.343880434126331,-9.101289433816586,-7.616771450672089,1.0805934560687989,3
7436,1,0,2.3116052703944976,57,66,5.796057750765372,6.434546518787453,-9.308343781706219,-7.638949920165319,1.0807865877641558,3
7437,2,0,2.370610019839013,-1,-1,4.672828834461906,4.672828834461906,-13.155087281004004,-13.155087281004004,1.061628910804247,1
7438,0,0,-0.5548279029628815,-1,-1,5.262690188904886,5.262690188904886,-11.953269165622602,-11.953269165622602,1.07017597648882,1
7439,0,0,-2.287119515664827,70,73,7.696667081526462,7.959275960116396,-15.316867042917506,-8.157264144492803,1.130495300210612,3
7440,0,0,,62,70,6.274762021241939,6.870053411798126,-10.409791738840717,-8.197385088033002,1.0859853609931727,3
7441,0,0,,58,71,6.1070228877422545,7.106606137727303,-13.139585846888732,-7.217114171267701,1.0892927925890612,3
7442,1,0,1.1259126100199055,69,72,7.40184157874383,7.650644551436897,-14.500615904355133,-7.616917807708032,1.1134217044203885,3
7443,2,0,,63,71,6.561030665896573,7.1846291527173145,-13.106072170454928,-7.663885647080159,1.0883231969307885,3
7444,0,0,1.2896304225032416,66,71,7.38025578842646,7.814399633804487,-15.590104147713117,-9.320629147850084,1.1049856538269403,3
7445,0,0,1.5743619128410664,55,66,5.638354669333745,6.413458957167357,-8.836891863177934,-7.693605533150284,1.0805934560687989,3
7446,0,0,-1.743977666526814,60,67,6.013715156042802,6.511745329644728,-8.843531451745717,-7.737998720233033,1.0808565857679435,3
7447,0,0,1.2804331117110812,59,61,5.8377304471659395,5.973809611869261,-8.133984985740145,-7.788815822370683,1.07716344145863,3
7448,0,0,-0.5283804181597679,0,2,0.0,1.0986122886681098,-2.9028866310866652,-2.654339512172316,1.0877397898813868,1
7449,1,0,-1.3261637348969337,62,71,6.97166860472579,7.743269700829004,-14.881092355202778,-8.468807424706602,1.1002079355190224,3
7450,0,0,3.167318838818969,68,72,7.441906728051625,7.781973234434385,-14.773683532147802,-7.672360647097083,1.120787655900055,3
7451,0,0,5.693890302501664,61,64,5.583496308781699,5.762051382780177,-13.508935301846067,-12.582173270104617,1.0676947372461634,1
7452,1,0,,60,70,6.068425588244111,6.802394763324311,-10.704740840333248,-7.811916984665879,1.0855546305183457,3
7453,0,0,1.0231406453470724,69,61,6.484635235635252,5.945420608606575,-13.528015257654193,-7.887527633370306,1.0769865229712818,3
7454,0,0,0.1656418035106714,66,72,7.190676034332207,7.692569648067906,-14.287289443340647,-7.253017068595644,1.1160225667126156,3
7455,0,0,0.5597363135041212,70,73,7.786551806428712,8.053887083618223,-15.418348182713663,-8.175345174834513,1.1521968635535134,3
7456,2,0,-0.17714253509758887,71,73,7.901377353792616,8.080237416216702,-14.772901314729985,-8.006217689587423,1.1246325115104372,3
7457,0,0,,-1,-1,6.42648845745769,6.42648845745769,-12.847779464832984,-12.847779464832984,1.0867757877098718,2
7458,0,0,0.8587728676227875,58,67,5.855071922202427,6.489204931325317,-8.87990672272448,-7.725591889445364,1.0807000586867443,3
7459,0,0,,59,69,5.993961427306569,6.728628613084702,-10.44136605847557,-7.716892325161525,1.0855389121001051,3
7460,1,0,0.648511035959777,0,3,0.0,1.3862943611198906,-3.452706591646988,-2.904678418883953,1.0943723551317572,2
7461,1,0,-0.11476813405659725,62,71,6.580639137284949,7.292337176173877,-13.873255599815193,-7.979850698486535,1.0893185881769287,3
7462,2,0,-12.516038818831284,44,44,3.8066624897703196,3.8066624897703196,-10.362619801893228,-10.362619801893228,1.0394481015240995,1
7463,0,0,0.13246911455178986,63,71,6.690842277418564,7.327123292259293,-14.022196801046512,-7.953465168423577,1.0894499224813319,3
7464,0,0,-0.523756857456132,-1,-1,5.393627546352362,5.393627546352362,-13.500391622584564,-13.500391622584564,1.07125662561283,1
7465,0,0,0.16454248839590477,69,72,7.52456122628536,7.779466967458324,-14.747272605784874,-7.543417810345945,1.1141962319071212,3
7466,0,0,0.3172969939515923,-1,-1,5.707110264748875,5.707110264748875,-12.61248575786593,-12.61248575786593,1.076355901953342,1
7467,0,0,0.604593249795974,62,70,7.341483852363161,8.0959035329611,-15.131403125497776,-10.074497920591275,1.097705638829307,3
7468,1,0,-1.4988946745677172,66,71,6.993932975223189,7.396948602621014,-14.02802439745924,-7.5631269931307825,1.1083417360077243,3
7469,1,0,1.56256949062871,68,72,7.316548177182976,7.6487397889562425,-14.427198617626614,-7.512243883501622,1.118361495554833,3
7470,0,0,0.3730724724936981,-1,-1,5.1647859739235145,5.1647859739235145,-12.964687480164551,-12.964687480164551,1.0682979139275222,1
7471,0,0,0.0636394800952053,56,61,5.5909869805108565,5.926926025970411,-8.064686659138756,-8.022331147180104,1.0767895476047797,3
7472,0,0,1.0358017591155682,-1,-1,5.700443573390687,5.700443573390687,-12.418454258163132,-12.418454258163132,1.0763068711085004,2
7473,0,0,0.6378928489920361,68,72,7.382124365737512,7.718240951959316,-14.840564564124675,-8.34301967687451,1.1088055190174548,3
7474,2,0,1.4338585494634153,-1,-1,5.91350300563827,5.91350300563827,-11.600695780178295,-11.600695780178295,1.077680825694306,2
7475,0,0,-0.46120901778509965,61,70,6.665683717782408,7.403061091090091,-13.700425112816085,-8.905553262736415,1.089375525770339,3
7476,0,0,,59,70,6.115892125483034,6.946013991099227,-12.437460202822457,-7.219254990803779,1.088451473556436,3
7477,0,0,-0.41695664221619094,67,72,7.189922170745808,7.602900462204755,-14.273858701718302,-7.26369453156653,1.1118616417200777,3
7478,1,0,6.274376651887521,58,52,5.0689042022202315,4.7535901911063645,-12.456875202086358,-9.866608036640532,1.0572759054208563,1
7479,0,0,0.26227874088411113,69,72,7.631431664576906,7.891704659330107,-14.951012207511617,-7.510740977229089,1.132970543469175,3
7480,0,0,1.3841906907697887,59,68,6.492239835020471,7.228388451573604,-10.986568836567368,-9.357004756458537,1.089196125904199,3
7481,1,0,,62,70,6.202535517187923,6.786716950605081,-10.82442954234315,-7.343942829785275,1.0853585447078655,3
7482,0,0,3.392784660704522,67,72,7.317876198626496,7.739359202689098,-14.442997147307263,-7.287455244381358,1.1047391170481362,3
7483,0,0,-1.9720166575085,50,48,4.553876891600541,4.454347296253507,-12.180715520533663,-11.082103231865554,1.0523353856608328,1
7484,2,0,-0.6179736706495425,-1,-1,5.393627546352362,5.393627546352362,-13.278033467760928,-13.278033467760928,1.0715032495131684,1
7485,0,0,,58,67,5.91350300563827,6.5722825426940075,-9.083024629037507,-8.467206450279502,1.0853972686892006,3
7486,2,0,8.839634590996585,-1,-1,4.875197323201151,4.875197323201151,-13.592412005637595,-13.592412005637595,1.063700241306525,1
7487,0,0,-0.00400096951052175,64,71,7.182352111885263,7.787382026484701,-15.461483880492525,-9.526131914208042,1.1013242917330497,3
7488,0,0,-0.12166819455680387,68,72,7.365812837209472,7.700747794511798,-14.579930163091348,-7.655061291021889,1.1150778897637648,3
7489,1,0,0.38618356422427114,66,72,7.1308988302963465,7.628517626575055,-14.248456855407232,-7.351536533739013,1.115568891877242,3
7490,1,0,0.10391357195835874,68,73,7.585281078639126,8.028781162487148,-15.303606836352927,-8.29717235263525,1.1383458100106332,3
7491,1,0,,65,71,6.654152520183219,7.116394144093465,-13.02031496071647,-7.393631834632772,1.0892836985348335,3
7492,0,0,-0.6452276139832591,57,66,5.746203190540153,6.375024819828097,-8.70403429612571,-7.9199848771803065,1.0801097052848971,3
7493,0,0,1.2755585970236751,-1,-1,7.004881989712859,7.004881989712859,-7.6009181976211355,-7.6009181976211355,1.1103831823968087,3
7494,0,0,,62,63,6.48768401848461,6.566672429803241,-10.758603823558337,-10.365114906496888,1.0883151942435338,2
7495,0,0,2.507268420471482,57,57,5.159055299214529,5.159055299214529,-13.053299661571241,-13.053299661571241,1.0610292047471732,1
7496,0,0,0.4453309868223364,61,70,6.495265555937008,7.206377291472252,-13.187049983749613,-7.963995101702123,1.0875831259550945,3
7497,0,0,3.2411970908731065,-1,-1,5.455321115357702,5.455321115357702,-13.382383970302282,-13.382383970302282,1.0724732357671998,1
7498,0,0,0.4987892728721164,68,71,7.206377291472252,7.450660796211539,-14.280295889824897,-7.512049013933148,1.1107999768771077,3
7499,0,0,,60,70,6.244166900663736,7.00850518208228,-12.357048887236704,-7.792700695768867,1.087302741055016,3
7500,0,0,-0.8572130985117689,66,73,7.3727463664043285,7.989560449333865,-14.852399289121005,-7.721543703002918,1.1479674360044223,3
7501,1,0,0.9200501148823792,61,70,6.436150368369428,7.1372784372603855,-11.942258223615637,-8.447917510234246,1.0870456062825014,3
7502,1,0,-2.0052989707491427,70,73,7.809135398120538,8.07775756373692,-15.371940468480492,-8.01611013916314,1.1699088477808182,3
7503,0,0,-0.6493799823108889,58,67,5.988961416889864,6.647688373563329,-10.322828803637949,-7.4133660672769555,1.0821912623923282,3
7504,1,0,-1.0296324382197748,67,71,7.037027614686276,7.357556200910353,-14.163642182592815,-7.505274617769309,1.1005225110523036,3
7505,1,0,-1.2625979939155574,71,73,8.055157731819678,8.239329427901795,-16.634802917946004,-9.278097418915964,1.15524708984945,3
7506,0,0,-1.0343665008150111,65,72,7.201916317531627,7.798523053625206,-14.362592188708007,-7.343814193753065,1.113983191793824,3
7507,1,0,3.748575729681517,-1,-1,5.493061443340548,5.493061443340548,-11.827610764005493,-11.827610764005493,1.0727328703400407,2
7508,0,0,-2.5920801448245787,10,10,2.3978952727983707,2.3978952727983707,-9.477577360800904,-9.477577360800904,1.154241990697966,1
7509,0,0,-0.37121149543095266,71,73,7.8713112033234065,8.049427057110695,-15.505573884668962,-8.166267459578773,1.1490850108794874,3
7510,0,0,2.110515998918927,57,66,5.91350300563827,6.570882962339584,-9.445450285868223,-8.491419226011221,1.0821228630127362,3
7511,0,0,1.4446565521545,63,71,6.6895992691789665,7.325807502595773,-13.782098622612184,-7.401499941907997,1.1007175273063838,3
7512,1,0,,63,70,6.444131256700441,6.975413927455952,-12.816106238735118,-7.3693688670688084,1.0871544829160025,3
7513,0,0,-0.2077078647152264,66,72,6.950814768442584,7.430707082545968,-13.966862970689721,-7.421213132390399,1.1052615989750014,3
7514,0,0,-0.7317553588990307,-1,-1,4.770684624465665,4.770684624465665,-13.188347629754434,-13.188347629754434,1.0612022287134935,1
7515,1,0,1.4690244452107297,67,42,6.144185634125646,4.553876891600541,-12.116254465973677,-6.287472260407301,1.0727328703400407,2
7516,0,0,,64,70,6.393590753950631,6.835184586147301,-10.716797274997097,-7.233582177037714,1.085694928894523,3
7517,3,0,3.057013913994903,-1,-1,3.9512437185814275,3.9512437185814275,-11.818737197461079,-11.818737197461079,1.0504181301157829,1
7518,0,0,-5.118439049662051,24,24,3.2188758248682006,3.2188758248682006,-11.469339236807306,-11.469339236807306,1.0568337918145385,1
7519,0,0,0.6110270464861156,-1,-1,4.1588830833596715,4.1588830833596715,-13.867243926338395,-13.867243926338395,1.0521016936981176,1
7520,0,0,-1.1575722242471858,64,72,6.968850378341948,7.632885505395133,-14.043904102978699,-7.291852365810224,1.1041940405887145,3
7521,1,0,-0.02858569683797649,67,71,6.975413927455952,7.291656209174461,-13.990895791649013,-7.1685387713689925,1.0919271977812695,3
7522,0,0,0.6863464285869224,-1,-1,5.389071729816501,5.389071729816501,-10.945651778076053,-10.945651778076053,1.0714792548023027,2
